id,coordinate_X,coordinate_Y,STATION_NAME,LOCAL_DATE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG,
7028700.2022.6.29,-73.36666666666666,45.766666666666666,VERCHERES,2022-06-29 00:00:00,2022,6,29,None,M,0,None,None,None,13.8,None,None,None,27.2,None,None,None,
7028700.2022.12.16,-73.36666666666666,45.766666666666666,VERCHERES,2022-12-16 00:00:00,2022,12,16,None,M,18,None,None,None,-1,None,None,None,0.4,None,None,None,
7028700.2022.7.22,-73.36666666666666,45.766666666666666,VERCHERES,2022-07-22 00:00:00,2022,7,22,0,None,0,None,None,None,19.8,None,None,None,30.5,None,None,None,
7028700.2022.8.20,-73.36666666666666,45.766666666666666,VERCHERES,2022-08-20 00:00:00,2022,8,20,0,None,0,None,None,None,15.3,None,None,None,31.8,None,None,None,
7028700.2022.4.22,-73.36666666666666,45.766666666666666,VERCHERES,2022-04-22 00:00:00,2022,4,22,0,None,0,None,None,None,5.5,None,None,None,12.7,None,None,None,
7028700.2022.9.17,-73.36666666666666,45.766666666666666,VERCHERES,2022-09-17 00:00:00,2022,9,17,0,T,0,None,None,None,6,None,None,None,20,None,None,None,
7028700.2022.10.1,-73.36666666666666,45.766666666666666,VERCHERES,2022-10-01 00:00:00,2022,10,1,0,None,0,None,None,None,5.7,None,None,None,16.7,None,None,None,
7028700.2022.8.9,-73.36666666666666,45.766666666666666,VERCHERES,2022-08-09 00:00:00,2022,8,9,0,T,0,None,None,None,13.8,None,None,None,19.4,None,None,None,
7028700.2022.12.26,-73.36666666666666,45.766666666666666,VERCHERES,2022-12-26 00:00:00,2022,12,26,3,None,3,None,None,None,-9.3,None,None,None,-3.6,None,None,None,
7028700.2022.4.23,-73.36666666666666,45.766666666666666,VERCHERES,2022-04-23 00:00:00,2022,4,23,0,None,0,None,None,None,0,None,None,None,10.5,None,None,None,
7028700.2022.6.1,-73.36666666666666,45.766666666666666,VERCHERES,2022-06-01 00:00:00,2022,6,1,2,None,0,None,None,None,11.6,None,None,None,19.3,None,None,None,
7028700.2022.6.3,-73.36666666666666,45.766666666666666,VERCHERES,2022-06-03 00:00:00,2022,6,3,1,None,0,None,None,None,14.3,None,None,None,25.1,None,None,None,
7028700.2022.9.13,-73.36666666666666,45.766666666666666,VERCHERES,2022-09-13 00:00:00,2022,9,13,50,None,0,None,None,None,17.2,None,None,None,21.9,None,None,None,
7028700.2022.11.11,-73.36666666666666,45.766666666666666,VERCHERES,2022-11-11 00:00:00,2022,11,11,54,None,0,None,None,None,6.5,None,None,None,16.9,None,None,None,
7028700.2022.12.24,-73.36666666666666,45.766666666666666,VERCHERES,2022-12-24 00:00:00,2022,12,24,0,T,0,T,None,None,-10,None,None,None,-7,None,None,None,
7028700.2022.1.31,-73.36666666666666,45.766666666666666,VERCHERES,2022-01-31 00:00:00,2022,1,31,0,None,0,None,None,None,-17,None,None,None,-10.6,None,None,None,
7028700.2022.3.23,-73.36666666666666,45.766666666666666,VERCHERES,2022-03-23 00:00:00,2022,3,23,7.5,None,3,None,None,None,-5,None,None,None,4,None,None,None,
7028700.2022.9.28,-73.36666666666666,45.766666666666666,VERCHERES,2022-09-28 00:00:00,2022,9,28,0,None,0,None,None,None,9.7,None,None,None,18.7,None,None,None,
7028700.2022.7.26,-73.36666666666666,45.766666666666666,VERCHERES,2022-07-26 00:00:00,2022,7,26,None,M,0,None,None,None,13.7,None,None,None,26.4,None,None,None,
7028700.2022.9.29,-73.36666666666666,45.766666666666666,VERCHERES,2022-09-29 00:00:00,2022,9,29,0,None,0,None,None,None,6,None,None,None,15.5,None,None,None,
7028700.2022.1.21,-73.36666666666666,45.766666666666666,VERCHERES,2022-01-21 00:00:00,2022,1,21,0,None,0,None,None,None,-27.8,None,None,None,-17.1,None,None,None,
7028700.2022.4.9,-73.36666666666666,45.766666666666666,VERCHERES,2022-04-09 00:00:00,2022,4,9,0,T,0,None,None,None,-0.4,None,None,None,6.8,None,None,None,
7028700.2022.5.15,-73.36666666666666,45.766666666666666,VERCHERES,2022-05-15 00:00:00,2022,5,15,8.5,None,0,None,None,None,13.6,None,None,None,21.5,None,None,None,
7028700.2022.4.1,-73.36666666666666,45.766666666666666,VERCHERES,2022-04-01 00:00:00,2022,4,1,0,T,0,None,None,None,0.9,None,None,None,6.6,None,None,None,
7028700.2022.2.8,-73.36666666666666,45.766666666666666,VERCHERES,2022-02-08 00:00:00,2022,2,8,0,None,0,None,None,None,-7.8,None,None,None,0,None,None,None,
7028700.2022.5.10,-73.36666666666666,45.766666666666666,VERCHERES,2022-05-10 00:00:00,2022,5,10,0,None,0,None,None,None,7.5,None,None,None,26.6,None,None,None,
7028700.2022.3.2,-73.36666666666666,45.766666666666666,VERCHERES,2022-03-02 00:00:00,2022,3,2,None,M,None,M,None,None,-12.7,None,None,None,-1.4,None,None,None,
7028700.2022.5.28,-73.36666666666666,45.766666666666666,VERCHERES,2022-05-28 00:00:00,2022,5,28,0,None,0,None,None,None,16.8,None,None,None,21.1,None,None,None,
7028700.2022.12.8,-73.36666666666666,45.766666666666666,VERCHERES,2022-12-08 00:00:00,2022,12,8,0,None,0,None,None,None,0.9,None,None,None,4.5,None,None,None,
7028700.2022.5.2,-73.36666666666666,45.766666666666666,VERCHERES,2022-05-02 00:00:00,2022,5,2,0,T,0,None,None,None,6.7,None,None,None,19.7,None,None,None,
7028700.2022.9.5,-73.36666666666666,45.766666666666666,VERCHERES,2022-09-05 00:00:00,2022,9,5,0,None,0,None,None,None,10.7,None,None,None,21,None,None,None,
7028700.2022.1.28,-73.36666666666666,45.766666666666666,VERCHERES,2022-01-28 00:00:00,2022,1,28,0,None,0,None,None,None,-20.2,None,None,None,-12,None,None,None,
7028700.2022.1.3,-73.36666666666666,45.766666666666666,VERCHERES,2022-01-03 00:00:00,2022,1,3,0,None,0,None,None,None,-18.9,None,None,None,-13,None,None,None,
7028700.2022.8.28,-73.36666666666666,45.766666666666666,VERCHERES,2022-08-28 00:00:00,2022,8,28,0,None,0,None,None,None,10.7,None,None,None,27.4,None,None,None,
7028700.2022.5.19,-73.36666666666666,45.766666666666666,VERCHERES,2022-05-19 00:00:00,2022,5,19,3.5,None,0,None,None,None,4.5,None,None,None,14.4,None,None,None,
7028700.2022.4.29,-73.36666666666666,45.766666666666666,VERCHERES,2022-04-29 00:00:00,2022,4,29,0,None,0,None,None,None,0.3,None,None,None,13.2,None,None,None,
7028700.2022.5.27,-73.36666666666666,45.766666666666666,VERCHERES,2022-05-27 00:00:00,2022,5,27,23.5,None,0,None,None,None,16.2,None,None,None,20.9,None,None,None,
7028700.2022.3.7,-73.36666666666666,45.766666666666666,VERCHERES,2022-03-07 00:00:00,2022,3,7,7.5,None,4,None,None,None,0,None,None,None,3.3,None,None,None,
7028700.2022.8.4,-73.36666666666666,45.766666666666666,VERCHERES,2022-08-04 00:00:00,2022,8,4,None,M,0,None,None,None,20.2,None,None,None,27.9,None,None,None,
7028700.2022.3.31,-73.36666666666666,45.766666666666666,VERCHERES,2022-03-31 00:00:00,2022,3,31,1.6,E,0,None,None,None,-1.2,None,None,None,6.6,None,None,None,
7028700.2022.2.11,-73.36666666666666,45.766666666666666,VERCHERES,2022-02-11 00:00:00,2022,2,11,None,M,0,None,None,None,-0.7,None,None,None,5,None,None,None,
7028700.2022.9.16,-73.36666666666666,45.766666666666666,VERCHERES,2022-09-16 00:00:00,2022,9,16,0,None,0,None,None,None,10.4,None,None,None,19.4,None,None,None,
7028700.2022.7.12,-73.36666666666666,45.766666666666666,VERCHERES,2022-07-12 00:00:00,2022,7,12,9.5,None,0,None,None,None,18.4,None,None,None,27.8,None,None,None,
7028700.2022.5.21,-73.36666666666666,45.766666666666666,VERCHERES,2022-05-21 00:00:00,2022,5,21,None,M,0,None,None,None,18.7,None,None,None,32.6,None,None,None,
7028700.2022.3.10,-73.36666666666666,45.766666666666666,VERCHERES,2022-03-10 00:00:00,2022,3,10,0,None,0,None,None,None,-1.9,None,None,None,3.8,None,None,None,
7028700.2022.2.15,-73.36666666666666,45.766666666666666,VERCHERES,2022-02-15 00:00:00,2022,2,15,0,None,0,None,None,None,-16.7,None,None,None,-6.3,None,None,None,
7028700.2022.11.22,-73.36666666666666,45.766666666666666,VERCHERES,2022-11-22 00:00:00,2022,11,22,0,T,0,T,None,None,-5.5,None,None,None,-0.2,None,None,None,
7028700.2022.5.29,-73.36666666666666,45.766666666666666,VERCHERES,2022-05-29 00:00:00,2022,5,29,0,None,0,None,None,None,11.4,None,None,None,27.1,None,None,None,
7028700.2022.5.5,-73.36666666666666,45.766666666666666,VERCHERES,2022-05-05 00:00:00,2022,5,5,0,None,0,None,None,None,3.3,None,None,None,18.1,None,None,None,
7028700.2022.5.8,-73.36666666666666,45.766666666666666,VERCHERES,2022-05-08 00:00:00,2022,5,8,None,M,0,None,None,None,3.8,None,None,None,17.8,None,None,None,
7028700.2022.10.17,-73.36666666666666,45.766666666666666,VERCHERES,2022-10-17 00:00:00,2022,10,17,9.5,None,0,None,None,None,4.5,None,None,None,17.7,None,None,None,
7028700.2022.7.30,-73.36666666666666,45.766666666666666,VERCHERES,2022-07-30 00:00:00,2022,7,30,0,None,0,None,None,None,15.6,None,None,None,24.5,None,None,None,
7028700.2022.12.13,-73.36666666666666,45.766666666666666,VERCHERES,2022-12-13 00:00:00,2022,12,13,0,None,0,None,None,None,-9.5,None,None,None,2,None,None,None,
7028700.2022.2.3,-73.36666666666666,45.766666666666666,VERCHERES,2022-02-03 00:00:00,2022,2,3,8,None,8,None,None,None,-6.9,None,None,None,-2.9,None,None,None,
7028700.2022.1.25,-73.36666666666666,45.766666666666666,VERCHERES,2022-01-25 00:00:00,2022,1,25,0,T,0,T,None,None,-15.9,None,None,None,-9.2,None,None,None,
7028700.2022.11.9,-73.36666666666666,45.766666666666666,VERCHERES,2022-11-09 00:00:00,2022,11,9,0,None,0,None,None,None,-4,None,None,None,8.4,None,None,None,
7028700.2022.5.14,-73.36666666666666,45.766666666666666,VERCHERES,2022-05-14 00:00:00,2022,5,14,1.5,None,0,None,None,None,14.4,None,None,None,33.1,None,None,None,
7028700.2022.8.24,-73.36666666666666,45.766666666666666,VERCHERES,2022-08-24 00:00:00,2022,8,24,0,None,0,None,None,None,18.2,None,None,None,29.1,None,None,None,
7028700.2022.9.7,-73.36666666666666,45.766666666666666,VERCHERES,2022-09-07 00:00:00,2022,9,7,0,None,0,None,None,None,12.9,None,None,None,26,None,None,None,
7028700.2022.4.8,-73.36666666666666,45.766666666666666,VERCHERES,2022-04-08 00:00:00,2022,4,8,2.4,None,0,None,None,None,0.5,None,None,None,6,None,None,None,
7028700.2022.8.27,-73.36666666666666,45.766666666666666,VERCHERES,2022-08-27 00:00:00,2022,8,27,0,None,0,None,None,None,15,None,None,None,22.6,None,None,None,
7028700.2022.4.13,-73.36666666666666,45.766666666666666,VERCHERES,2022-04-13 00:00:00,2022,4,13,19,None,0,None,None,None,2.5,None,None,None,11.6,None,None,None,
7028700.2022.7.19,-73.36666666666666,45.766666666666666,VERCHERES,2022-07-19 00:00:00,2022,7,19,0,None,0,None,None,None,18.9,None,None,None,30.6,None,None,None,
7028700.2022.8.7,-73.36666666666666,45.766666666666666,VERCHERES,2022-08-07 00:00:00,2022,8,7,73,None,0,None,None,None,22.4,None,None,None,34,None,None,None,
7028700.2022.9.25,-73.36666666666666,45.766666666666666,VERCHERES,2022-09-25 00:00:00,2022,9,25,0,None,0,None,None,None,9.3,None,None,None,19.3,None,None,None,
7028700.2022.10.9,-73.36666666666666,45.766666666666666,VERCHERES,2022-10-09 00:00:00,2022,10,9,0,T,0,None,None,None,4.5,None,None,None,13.9,None,None,None,
7028700.2022.10.27,-73.36666666666666,45.766666666666666,VERCHERES,2022-10-27 00:00:00,2022,10,27,0,None,0,None,None,None,6.9,None,None,None,12,None,None,None,
7028700.2022.10.11,-73.36666666666666,45.766666666666666,VERCHERES,2022-10-11 00:00:00,2022,10,11,0,None,0,None,None,None,-1.9,None,None,None,16.2,None,None,None,
7028700.2022.10.13,-73.36666666666666,45.766666666666666,VERCHERES,2022-10-13 00:00:00,2022,10,13,27,None,0,None,None,None,10.9,None,None,None,18,None,None,None,
7028700.2022.2.2,-73.36666666666666,45.766666666666666,VERCHERES,2022-02-02 00:00:00,2022,2,2,0,T,0,None,None,None,-10.6,None,None,None,4.2,None,None,None,
7028700.2022.10.29,-73.36666666666666,45.766666666666666,VERCHERES,2022-10-29 00:00:00,2022,10,29,0,None,0,None,None,None,-2.7,None,None,None,15.1,None,None,None,
7028700.2022.12.14,-73.36666666666666,45.766666666666666,VERCHERES,2022-12-14 00:00:00,2022,12,14,0,None,0,None,None,None,-8.4,None,None,None,3.4,None,None,None,
7028700.2022.10.20,-73.36666666666666,45.766666666666666,VERCHERES,2022-10-20 00:00:00,2022,10,20,1,None,0,None,None,None,3.1,None,None,None,7.6,None,None,None,
7028700.2022.4.26,-73.36666666666666,45.766666666666666,VERCHERES,2022-04-26 00:00:00,2022,4,26,None,M,0,None,None,None,9.2,None,None,None,17.4,None,None,None,
7028700.2022.4.7,-73.36666666666666,45.766666666666666,VERCHERES,2022-04-07 00:00:00,2022,4,7,35,None,0,None,None,None,1.9,None,None,None,6.9,None,None,None,
7028700.2022.7.17,-73.36666666666666,45.766666666666666,VERCHERES,2022-07-17 00:00:00,2022,7,17,0,None,0,None,None,None,15.9,None,None,None,32.3,None,None,None,
7028700.2022.2.20,-73.36666666666666,45.766666666666666,VERCHERES,2022-02-20 00:00:00,2022,2,20,0,T,0,T,None,None,-20.3,None,None,None,3.1,None,None,None,
7028700.2022.6.28,-73.36666666666666,45.766666666666666,VERCHERES,2022-06-28 00:00:00,2022,6,28,0,None,0,None,None,None,15.2,None,None,None,25.3,None,None,None,
7028700.2022.12.3,-73.36666666666666,45.766666666666666,VERCHERES,2022-12-03 00:00:00,2022,12,3,None,M,0,None,None,None,1.9,None,None,None,8.9,None,None,None,
7028700.2022.3.19,-73.36666666666666,45.766666666666666,VERCHERES,2022-03-19 00:00:00,2022,3,19,6,None,0,None,None,None,0.9,None,None,None,2.2,None,None,None,
7028700.2022.4.4,-73.36666666666666,45.766666666666666,VERCHERES,2022-04-04 00:00:00,2022,4,4,0,None,0,None,None,None,-1.4,None,None,None,12.3,None,None,None,
7028700.2022.8.15,-73.36666666666666,45.766666666666666,VERCHERES,2022-08-15 00:00:00,2022,8,15,0,None,0,None,None,None,11.9,None,None,None,29,None,None,None,
7028700.2022.6.4,-73.36666666666666,45.766666666666666,VERCHERES,2022-06-04 00:00:00,2022,6,4,0,None,0,None,None,None,12.7,None,None,None,24.3,None,None,None,
7028700.2022.11.21,-73.36666666666666,45.766666666666666,VERCHERES,2022-11-21 00:00:00,2022,11,21,0,None,0,None,None,None,-10.2,None,None,None,3.3,None,None,None,
7028700.2022.7.29,-73.36666666666666,45.766666666666666,VERCHERES,2022-07-29 00:00:00,2022,7,29,6,None,0,None,None,None,18.5,None,None,None,26.5,None,None,None,
7028700.2022.6.21,-73.36666666666666,45.766666666666666,VERCHERES,2022-06-21 00:00:00,2022,6,21,13,None,0,None,None,None,13.9,None,None,None,19.3,None,None,None,
7028700.2022.11.26,-73.36666666666666,45.766666666666666,VERCHERES,2022-11-26 00:00:00,2022,11,26,0,None,0,None,None,None,1,None,None,None,7,None,None,None,
7028700.2022.12.10,-73.36666666666666,45.766666666666666,VERCHERES,2022-12-10 00:00:00,2022,12,10,0,None,0,None,None,None,-10.6,None,None,None,-4.4,None,None,None,
7028700.2022.1.11,-73.36666666666666,45.766666666666666,VERCHERES,2022-01-11 00:00:00,2022,1,11,0,T,0,T,None,None,-24.9,None,None,None,-16.9,None,None,None,
7028700.2022.5.12,-73.36666666666666,45.766666666666666,VERCHERES,2022-05-12 00:00:00,2022,5,12,0,None,0,None,None,None,10.5,None,None,None,31,None,None,None,
7028700.2022.11.5,-73.36666666666666,45.766666666666666,VERCHERES,2022-11-05 00:00:00,2022,11,5,0,None,0,None,None,None,10.1,None,None,None,23.7,None,None,None,
7028700.2022.11.23,-73.36666666666666,45.766666666666666,VERCHERES,2022-11-23 00:00:00,2022,11,23,0,None,0,None,None,None,-2.6,None,None,None,2.7,None,None,None,
7028700.2022.1.2,-73.36666666666666,45.766666666666666,VERCHERES,2022-01-02 00:00:00,2022,1,2,2,None,2,None,None,None,-10,None,None,None,-7.5,None,None,None,
7028700.2022.6.26,-73.36666666666666,45.766666666666666,VERCHERES,2022-06-26 00:00:00,2022,6,26,8,None,0,None,None,None,17.7,None,None,None,33,None,None,None,
7028700.2022.10.31,-73.36666666666666,45.766666666666666,VERCHERES,2022-10-31 00:00:00,2022,10,31,1.7,None,0,None,None,None,2.5,None,None,None,15.5,None,None,None,
7028700.2022.8.21,-73.36666666666666,45.766666666666666,VERCHERES,2022-08-21 00:00:00,2022,8,21,23.9,E,0,None,None,None,16.8,None,None,None,31.1,None,None,None,
7028700.2022.12.17,-73.36666666666666,45.766666666666666,VERCHERES,2022-12-17 00:00:00,2022,12,17,12,None,12,None,None,None,-1.1,None,None,None,0.4,None,None,None,
7028700.2022.5.9,-73.36666666666666,45.766666666666666,VERCHERES,2022-05-09 00:00:00,2022,5,9,0,None,0,None,None,None,5.5,None,None,None,22.7,None,None,None,
7028700.2022.8.1,-73.36666666666666,45.766666666666666,VERCHERES,2022-08-01 00:00:00,2022,8,1,0,T,0,None,None,None,17.5,None,None,None,31.1,None,None,None,
7028700.2022.5.11,-73.36666666666666,45.766666666666666,VERCHERES,2022-05-11 00:00:00,2022,5,11,0,None,0,None,None,None,6,None,None,None,30,None,None,None,
7028700.2022.6.20,-73.36666666666666,45.766666666666666,VERCHERES,2022-06-20 00:00:00,2022,6,20,0,None,0,None,None,None,9.5,None,None,None,26,None,None,None,
7028700.2022.3.13,-73.36666666666666,45.766666666666666,VERCHERES,2022-03-13 00:00:00,2022,3,13,0,T,0,T,None,None,-10,None,None,None,-1.3,None,None,None,
7028700.2022.12.6,-73.36666666666666,45.766666666666666,VERCHERES,2022-12-06 00:00:00,2022,12,6,15,None,0,None,None,None,0.5,None,None,None,8.2,None,None,None,
7028700.2022.9.24,-73.36666666666666,45.766666666666666,VERCHERES,2022-09-24 00:00:00,2022,9,24,None,M,0,None,None,None,4.4,None,None,None,20.5,None,None,None,
7028700.2022.3.5,-73.36666666666666,45.766666666666666,VERCHERES,2022-03-05 00:00:00,2022,3,5,0,T,0,T,None,None,-20,None,None,None,0.6,None,None,None,
7028700.2022.6.14,-73.36666666666666,45.766666666666666,VERCHERES,2022-06-14 00:00:00,2022,6,14,0,T,0,None,None,None,12.3,None,None,None,26.5,None,None,None,
7028700.2022.12.28,-73.36666666666666,45.766666666666666,VERCHERES,2022-12-28 00:00:00,2022,12,28,2,None,2,None,None,None,-10.9,None,None,None,-0.9,None,None,None,
7028700.2022.7.5,-73.36666666666666,45.766666666666666,VERCHERES,2022-07-05 00:00:00,2022,7,5,1.5,None,0,None,None,None,14.4,None,None,None,20.4,None,None,None,
7028700.2022.12.27,-73.36666666666666,45.766666666666666,VERCHERES,2022-12-27 00:00:00,2022,12,27,2,None,2,None,None,None,-9,None,None,None,-3.9,None,None,None,
7028700.2022.9.9,-73.36666666666666,45.766666666666666,VERCHERES,2022-09-09 00:00:00,2022,9,9,0,None,0,None,None,None,12.9,None,None,None,28,None,None,None,
7028700.2022.12.23,-73.36666666666666,45.766666666666666,VERCHERES,2022-12-23 00:00:00,2022,12,23,24,None,7,None,None,None,-5.6,None,None,None,4.9,None,None,None,
7028700.2022.5.25,-73.36666666666666,45.766666666666666,VERCHERES,2022-05-25 00:00:00,2022,5,25,0,T,0,None,None,None,4.5,None,None,None,23.4,None,None,None,
7028700.2022.8.3,-73.36666666666666,45.766666666666666,VERCHERES,2022-08-03 00:00:00,2022,8,3,0,None,0,None,None,None,10.9,None,None,None,27.5,None,None,None,
7028700.2022.8.2,-73.36666666666666,45.766666666666666,VERCHERES,2022-08-02 00:00:00,2022,8,2,0,None,0,None,None,None,19.3,None,None,None,28.7,None,None,None,
7028700.2022.9.12,-73.36666666666666,45.766666666666666,VERCHERES,2022-09-12 00:00:00,2022,9,12,0,None,0,None,None,None,17.3,None,None,None,28.9,None,None,None,
7028700.2022.2.27,-73.36666666666666,45.766666666666666,VERCHERES,2022-02-27 00:00:00,2022,2,27,0,T,0,T,None,None,-6.9,None,None,None,0.2,None,None,None,
7028700.2022.9.26,-73.36666666666666,45.766666666666666,VERCHERES,2022-09-26 00:00:00,2022,9,26,15.5,None,0,None,None,None,11.6,None,None,None,19.1,None,None,None,
7028700.2022.5.16,-73.36666666666666,45.766666666666666,VERCHERES,2022-05-16 00:00:00,2022,5,16,49.5,None,0,None,None,None,13.5,None,None,None,21.7,None,None,None,
7028700.2022.6.15,-73.36666666666666,45.766666666666666,VERCHERES,2022-06-15 00:00:00,2022,6,15,3,None,0,None,None,None,14.4,None,None,None,23.6,None,None,None,
7028700.2022.8.13,-73.36666666666666,45.766666666666666,VERCHERES,2022-08-13 00:00:00,2022,8,13,0,None,0,None,None,None,13.2,None,None,None,26.1,None,None,None,
7028700.2022.1.23,-73.36666666666666,45.766666666666666,VERCHERES,2022-01-23 00:00:00,2022,1,23,0,None,0,None,None,None,-20.7,None,None,None,-6.9,None,None,None,
7028700.2022.5.26,-73.36666666666666,45.766666666666666,VERCHERES,2022-05-26 00:00:00,2022,5,26,5,None,0,None,None,None,12.7,None,None,None,23.2,None,None,None,
7028700.2022.6.9,-73.36666666666666,45.766666666666666,VERCHERES,2022-06-09 00:00:00,2022,6,9,7.5,None,0,None,None,None,12.2,None,None,None,15.2,None,None,None,
7028700.2022.7.16,-73.36666666666666,45.766666666666666,VERCHERES,2022-07-16 00:00:00,2022,7,16,0,None,0,None,None,None,15,None,None,None,29.7,None,None,None,
7028700.2022.11.15,-73.36666666666666,45.766666666666666,VERCHERES,2022-11-15 00:00:00,2022,11,15,4.5,None,4.5,None,None,None,-2.9,None,None,None,0.9,None,None,None,
7028700.2022.9.19,-73.36666666666666,45.766666666666666,VERCHERES,2022-09-19 00:00:00,2022,9,19,35,None,0,None,None,None,9.8,None,None,None,13,None,None,None,
7028700.2022.2.9,-73.36666666666666,45.766666666666666,VERCHERES,2022-02-09 00:00:00,2022,2,9,0,None,0,None,None,None,-8.2,None,None,None,1.6,None,None,None,
7028700.2022.12.12,-73.36666666666666,45.766666666666666,VERCHERES,2022-12-12 00:00:00,2022,12,12,0,None,0,None,None,None,-10.3,None,None,None,-3.4,None,None,None,
7028700.2022.6.12,-73.36666666666666,45.766666666666666,VERCHERES,2022-06-12 00:00:00,2022,6,12,None,M,0,None,None,None,11.1,None,None,None,25.6,None,None,None,
7028700.2022.3.8,-73.36666666666666,45.766666666666666,VERCHERES,2022-03-08 00:00:00,2022,3,8,0,None,0,None,None,None,-5,None,None,None,0.8,None,None,None,
7028700.2022.2.16,-73.36666666666666,45.766666666666666,VERCHERES,2022-02-16 00:00:00,2022,2,16,5.5,None,0,None,None,None,-18.3,None,None,None,3.3,None,None,None,
7028700.2022.7.2,-73.36666666666666,45.766666666666666,VERCHERES,2022-07-02 00:00:00,2022,7,2,0,None,0,None,None,None,19.9,None,None,None,27.5,None,None,None,
7028700.2022.9.8,-73.36666666666666,45.766666666666666,VERCHERES,2022-09-08 00:00:00,2022,9,8,0,None,0,None,None,None,12.5,None,None,None,28.9,None,None,None,
7028700.2022.6.17,-73.36666666666666,45.766666666666666,VERCHERES,2022-06-17 00:00:00,2022,6,17,8.5,None,0,None,None,None,17,None,None,None,27.2,None,None,None,
7028700.2022.9.27,-73.36666666666666,45.766666666666666,VERCHERES,2022-09-27 00:00:00,2022,9,27,6,None,0,None,None,None,10.7,None,None,None,15.4,None,None,None,
7028700.2022.3.28,-73.36666666666666,45.766666666666666,VERCHERES,2022-03-28 00:00:00,2022,3,28,0,T,0,T,None,None,-11.6,None,None,None,-6.4,None,None,None,
7028700.2022.1.13,-73.36666666666666,45.766666666666666,VERCHERES,2022-01-13 00:00:00,2022,1,13,2,None,2,None,None,None,-11.5,None,None,None,-7,None,None,None,
7028700.2022.10.21,-73.36666666666666,45.766666666666666,VERCHERES,2022-10-21 00:00:00,2022,10,21,0,None,0,None,None,None,4,None,None,None,14.7,None,None,None,
7028700.2022.9.3,-73.36666666666666,45.766666666666666,VERCHERES,2022-09-03 00:00:00,2022,9,3,5,None,0,None,None,None,13.5,None,None,None,28.4,None,None,None,
7028700.2022.10.30,-73.36666666666666,45.766666666666666,VERCHERES,2022-10-30 00:00:00,2022,10,30,0,None,0,None,None,None,0.3,None,None,None,17.6,None,None,None,
7028700.2022.1.24,-73.36666666666666,45.766666666666666,VERCHERES,2022-01-24 00:00:00,2022,1,24,1,None,1,None,None,None,-28.7,None,None,None,-14.5,None,None,None,
7028700.2022.1.30,-73.36666666666666,45.766666666666666,VERCHERES,2022-01-30 00:00:00,2022,1,30,0,None,0,None,None,None,-21.2,None,None,None,-7.8,None,None,None,
7028700.2022.3.14,-73.36666666666666,45.766666666666666,VERCHERES,2022-03-14 00:00:00,2022,3,14,0,None,0,None,None,None,-5.5,None,None,None,5,None,None,None,
7028700.2022.7.3,-73.36666666666666,45.766666666666666,VERCHERES,2022-07-03 00:00:00,2022,7,3,0,None,0,None,None,None,13.3,None,None,None,26.7,None,None,None,
7028700.2022.4.19,-73.36666666666666,45.766666666666666,VERCHERES,2022-04-19 00:00:00,2022,4,19,9.5,None,0,T,None,None,0,None,None,None,3.6,None,None,None,
7028700.2022.5.1,-73.36666666666666,45.766666666666666,VERCHERES,2022-05-01 00:00:00,2022,5,1,None,M,0,None,None,None,2.1,None,None,None,19.3,None,None,None,
7028700.2022.8.14,-73.36666666666666,45.766666666666666,VERCHERES,2022-08-14 00:00:00,2022,8,14,0,None,0,None,None,None,10.4,None,None,None,28.1,None,None,None,
7028700.2022.12.4,-73.36666666666666,45.766666666666666,VERCHERES,2022-12-04 00:00:00,2022,12,4,0,None,0,None,None,None,-4.9,None,None,None,0.9,None,None,None,
7028700.2022.4.21,-73.36666666666666,45.766666666666666,VERCHERES,2022-04-21 00:00:00,2022,4,21,6,None,0,None,None,None,-0.4,None,None,None,13.2,None,None,None,
7028700.2022.7.8,-73.36666666666666,45.766666666666666,VERCHERES,2022-07-08 00:00:00,2022,7,8,0,None,0,None,None,None,16,None,None,None,27.6,None,None,None,
7028700.2022.7.27,-73.36666666666666,45.766666666666666,VERCHERES,2022-07-27 00:00:00,2022,7,27,None,M,0,None,None,None,16,None,None,None,29.6,None,None,None,
7028700.2022.8.6,-73.36666666666666,45.766666666666666,VERCHERES,2022-08-06 00:00:00,2022,8,6,0,None,0,None,None,None,14.4,None,None,None,33.1,None,None,None,
7028700.2022.10.22,-73.36666666666666,45.766666666666666,VERCHERES,2022-10-22 00:00:00,2022,10,22,0,None,0,None,None,None,4.4,None,None,None,20.8,None,None,None,
7028700.2022.3.25,-73.36666666666666,45.766666666666666,VERCHERES,2022-03-25 00:00:00,2022,3,25,7.5,None,0,None,None,None,0.5,None,None,None,5,None,None,None,
7028700.2022.9.6,-73.36666666666666,45.766666666666666,VERCHERES,2022-09-06 00:00:00,2022,9,6,0,None,0,None,None,None,11.8,None,None,None,22.7,None,None,None,
